wavelength (nm),irradiance (W/m^2/nm),
1314.5,0.396126063,
1314.6,0.395215269,
1314.7,0.393872362,
1314.8,0.392096361,
1314.9,0.389955223,
1315,0.387594482,
1315.1,0.385231553,
1315.2,0.383129499,
1315.3,0.381552751,
1315.4,0.380714169,
1315.5,0.380727736,
1315.6,0.381582043,
1315.7,0.383143026,
1315.8,0.385185277,
1315.9,0.387441516,
1316,0.389656324,
1316.1,0.391627941,
1316.2,0.393230915,
1316.3,0.394419767,
1316.4,0.395213491,
1316.5,0.395673908,
1316.6,0.395881134,
1316.7,0.395912224,
1316.8,0.395825096,
1316.9,0.395648772,
1317,0.395379955,
1317.1,0.394986475,
1317.2,0.394417289,
1317.3,0.393620099,
1317.4,0.392562842,
1317.5,0.391255321,
1317.6,0.38976749,
1317.7,0.388230724,
1317.8,0.386823847,
1317.9,0.385740155,
1318,0.385144895,
1318.1,0.385134594,
1318.2,0.385712251,
1318.3,0.386786721,
1318.4,0.388196456,
1318.5,0.389748877,
1318.6,0.391262405,
1318.7,0.392598599,
1318.8,0.393677175,
1318.9,0.394474016,
1319,0.395007225,
1319.1,0.395318433,
1319.2,0.395456003,
1319.3,0.395463686,
1319.4,0.395375579,
1319.5,0.395216189,
1319.6,0.395003768,
1319.7,0.394754363,
1319.8,0.394485306,
1319.9,0.394216698,
1320,0.393970559,
1320.1,0.393767101,
1320.2,0.393622357,
1320.3,0.393543161,
1320.4,0.393525428,
1320.5,0.39355449,
1320.6,0.39360771,
1320.7,0.393658912,
1320.8,0.393683619,
1320.9,0.393663808,
1321,0.393591406,
1321.1,0.39346976,
1321.2,0.393312808,
1321.3,0.393142008,
1321.4,0.392981729,
1321.5,0.392853929,
1321.6,0.392773455,
1321.7,0.392745271,
1321.8,0.392764113,
1321.9,0.392816714,
1322,0.392885749,
1322.1,0.392954195,
1322.2,0.393008863,
1322.3,0.393042362,
1322.4,0.393052992,
1322.5,0.393043181,
1322.6,0.393017335,
1322.7,0.392979791,
1322.8,0.392933574,
1322.9,0.392880354,
1323,0.39282114,
1323.1,0.39275736,
1323.2,0.392691562,
1323.3,0.392627382,
1323.4,0.392568797,
1323.5,0.392518944,
1323.6,0.392479051,
1323.7,0.392447851,
1323.8,0.392421855,
1323.9,0.392395999,
1324,0.392364699,
1324.1,0.392322548,
1324.2,0.392264843,
1324.3,0.392187565,
1324.4,0.392087399,
1324.5,0.391961817,
1324.6,0.391809511,
1324.7,0.391631628,
1324.8,0.391432475,
1324.9,0.391220394,
1325,0.391007494,
1325.1,0.390807992,
1325.2,0.390635244,
1325.3,0.390498113,
1325.4,0.390397568,
1325.5,0.390325066,
1325.6,0.390263434,
1325.7,0.390190692,
1325.8,0.390085821,
1325.9,0.389935182,
1326,0.389737468,
1326.1,0.389505506,
1326.2,0.389264143,
1326.3,0.389044539,
1326.4,0.388876497,
1326.5,0.388781177,
1326.6,0.388766341,
1326.7,0.388825335,
1326.8,0.388940457,
1326.9,0.389087569,
1327,0.389242014,
1327.1,0.389382652,
1327.2,0.389493258,
1327.3,0.389561404,
1327.4,0.389576849,
1327.5,0.389527296,
1327.6,0.389397338,
1327.7,0.389168093,
1327.8,0.388819061,
1327.9,0.38833092,
1328,0.387689863,
1328.1,0.386889015,
1328.2,0.385929917,
1328.3,0.384822008,
1328.4,0.383582673,
1328.5,0.382238916,
1328.6,0.380832028,
1328.7,0.379422173,
1328.8,0.378089985,
1328.9,0.376930845,
1329,0.376040771,
1329.1,0.375497202,
1329.2,0.375341699,
1329.3,0.375571473,
1329.4,0.376143075,
1329.5,0.376986822,
1329.6,0.378023148,
1329.7,0.379176274,
1329.8,0.380379633,
1329.9,0.38157442,
1330,0.382705607,
1330.1,0.383719484,
1330.2,0.384565169,
1330.3,0.385199054,
1330.4,0.385590176,
1330.5,0.385725659,
1330.6,0.385612475,
1330.7,0.385279858,
1330.8,0.384778409,
1330.9,0.384176784,
1331,0.38355353,
1331.1,0.382983316,
1331.2,0.382521081,
1331.3,0.382186605,
1331.4,0.381956841,
1331.5,0.381771056,
1331.6,0.381548375,
1331.7,0.381213839,
1331.8,0.380722941,
1331.9,0.380078127,
1332,0.379327662,
1332.1,0.378550473,
1332.2,0.377832088,
1332.3,0.377242082,
1332.4,0.376822037,
1332.5,0.376587128,
1332.6,0.376537934,
1332.7,0.376673816,
1332.8,0.37699976,
1332.9,0.377522619,
1333,0.378239665,
1333.1,0.379126501,
1333.2,0.380131966,
1333.3,0.381182868,
1333.4,0.382198893,
1333.5,0.383108549,
1333.6,0.38386269,
1333.7,0.384440057,
1333.8,0.384845396,
1333.9,0.385101076,
1334,0.385237697,
1334.1,0.385285522,
1334.2,0.385268908,
1334.3,0.38520282,
1334.4,0.385093663,
1334.5,0.384938878,
1334.6,0.384729175,
1334.7,0.384451356,
1334.8,0.384092374,
1334.9,0.383644924,
1335,0.383113154,
1335.1,0.382519103,
1335.2,0.381904021,
1335.3,0.381325744,
1335.4,0.380849702,
1335.5,0.380535477,
1335.6,0.380422513,
1335.7,0.380519842,
1335.8,0.380803275,
1335.9,0.381221382,
1336,0.381708045,
1336.1,0.382197365,
1336.2,0.382636252,
1336.3,0.382991499,
1336.4,0.383250565,
1336.5,0.383417618,
1336.6,0.383507054,
1336.7,0.383537206,
1336.8,0.383525636,
1336.9,0.383486613,
1337,0.383430246,
1337.1,0.383363059,
1337.2,0.383288799,
1337.3,0.383209374,
1337.4,0.383125553,
1337.5,0.383037305,
1337.6,0.382943534,
1337.7,0.382842059,
1337.8,0.382729595,
1337.9,0.382601036,
1338,0.382449938,
1338.1,0.382268808,
1338.2,0.382049354,
1338.3,0.381782375,
1338.4,0.381457291,
1338.5,0.381061542,
1338.6,0.380580904,
1338.7,0.380001759,
1338.8,0.379316083,
1338.9,0.378528883,
1339,0.377665994,
1339.1,0.376779118,
1339.2,0.375944462,
1339.3,0.375253182,
1339.4,0.374794253,
1339.5,0.374634263,
1339.6,0.374800068,
1339.7,0.375270416,
1339.8,0.375979709,
1339.9,0.376832607,
1340,0.377724959,
1340.1,0.37856419,
1340.2,0.379284123,
1340.3,0.379850191,
1340.4,0.380256839,
1340.5,0.380519152,
1340.6,0.380662538,
1340.7,0.380713699,
1340.8,0.380694438,
1340.9,0.380618669,
1341,0.380492577,
1341.1,0.380316713,
1341.2,0.380089786,
1341.3,0.379813086,
1341.4,0.379494405,
1341.5,0.379151228,
1341.6,0.378809749,
1341.7,0.378502638,
1341.8,0.378262383,
1341.9,0.378113543,
1342,0.378066148,
1342.1,0.378111925,
1342.2,0.378224719,
1342.3,0.378364867,
1342.4,0.378486003,
1342.5,0.37854241,
1342.6,0.378495384,
1342.7,0.378318061,
1342.8,0.377999001,
1342.9,0.377544778,
1343,0.376981767,
1343.1,0.376355925,
1343.2,0.375729544,
1343.3,0.375173736,
1343.4,0.374757178,
1343.5,0.374533079,
1343.6,0.374527933,
1343.7,0.374735448,
1343.8,0.375117979,
1343.9,0.375615351,
1344,0.376158021,
1344.1,0.376681329,
1344.2,0.377135932,
1344.3,0.377492887,
1344.4,0.377743181,
1344.5,0.37789317,
1344.6,0.377958429,
1344.7,0.377958209,
1344.8,0.377911573,
1344.9,0.377835375,
1345,0.377743521,
1345.1,0.377646832,
1345.2,0.37755295,
1345.3,0.377466002,
1345.4,0.377386816,
1345.5,0.377313206,
1345.6,0.377240864,
1345.7,0.377165394,
1345.8,0.377083891,
1345.9,0.376996193,
1346,0.376905429,
1346.1,0.376817232,
1346.2,0.376738146,
1346.3,0.376673657,
1346.4,0.376626521,
1346.5,0.37659602,
1346.6,0.376578266,
1346.7,0.376567347,
1346.8,0.376556946,
1346.9,0.376541701,
1347,0.376518113,
1347.1,0.376484764,
1347.2,0.376441934,
1347.3,0.376391002,
1347.4,0.376333836,
1347.5,0.376272214,
1347.6,0.376207525,
1347.7,0.376140638,
1347.8,0.376071812,
1347.9,0.376000719,
1348,0.375926259,
1348.1,0.375846924,
1348.2,0.375760465,
1348.3,0.375664355,
1348.4,0.375556057,
1348.5,0.375433382,
1348.6,0.375295002,
1348.7,0.375139818,
1348.8,0.374966871,
1348.9,0.374773842,
1349,0.374555577,
1349.1,0.374303315,
1349.2,0.374004855,
1349.3,0.373645902,
1349.4,0.37321237,
1349.5,0.372692628,
1349.6,0.372079105,
1349.7,0.371369152,
1349.8,0.370566087,
1349.9,0.369681768,
1350,0.368741332,
1350.1,0.367788797,
1350.2,0.366890312,
1350.3,0.366131145,
1350.4,0.365603981,
1350.5,0.365389762,
1350.6,0.365536384,
1350.7,0.366042749,
1350.8,0.366854596,
1350.9,0.367874597,
1351,0.368983255,
1351.1,0.370064009,
1351.2,0.371024416,
1351.3,0.37180805,
1351.4,0.372395508,
1351.5,0.37279699,
1351.6,0.373040791,
1351.7,0.373161927,
1351.8,0.373193817,
1351.9,0.373163786,
1352,0.373092612,
1352.1,0.372995434,
1352.2,0.372883959,
1352.3,0.372768127,
1352.4,0.372656792,
1352.5,0.372557775,
1352.6,0.372476512,
1352.7,0.372415589,
1352.8,0.372374288,
1352.9,0.372348642,
1353,0.372332647,
1353.1,0.372319709,
1353.2,0.372304024,
1353.3,0.372281525,
1353.4,0.372250194,
1353.5,0.372209822,
1353.6,0.372161458,
1353.7,0.372106779,
1353.8,0.372047505,
1353.9,0.371985173,
1354,0.371920854,
1354.1,0.371855156,
1354.2,0.371788218,
1354.3,0.371719663,
1354.4,0.3716485,
1354.5,0.371573071,
1354.6,0.371490898,
1354.7,0.371398814,
1354.8,0.371293374,
1354.9,0.371171568,
1355,0.37103164,
1355.1,0.370875017,
1355.2,0.370706145,
1355.3,0.370532718,
1355.4,0.370363957,
1355.5,0.370207434,
1355.6,0.370064948,
1355.7,0.369928337,
1355.8,0.369776849,
1355.9,0.369577286,
1356,0.369288288,
1356.1,0.368868862,
1356.2,0.368290336,
1356.3,0.367549333,
1356.4,0.366677912,
1356.5,0.365746727,
1356.6,0.364857882,
1356.7,0.364127149,
1356.8,0.363659169,
1356.9,0.363522427,
1357,0.36373219,
1357.1,0.364247036,
1357.2,0.364980267,
1357.3,0.365821836,
1357.4,0.366663485,
1357.5,0.367419285,
1357.6,0.368036635,
1357.7,0.368496862,
1357.8,0.368808229,
1357.9,0.368995194,
1358,0.369088136,
1358.1,0.36911601,
1358.2,0.369102273,
1358.3,0.369063809,
1358.4,0.369011658,
1358.5,0.368952404,
1358.6,0.368889643,
1358.7,0.368825213,
1358.8,0.368759985,
1358.9,0.368693577,
1359,0.368625801,
1359.1,0.368555487,
1359.2,0.368480657,
1359.3,0.368398285,
1359.4,0.368304263,
1359.5,0.368193637,
1359.6,0.368061391,
1359.7,0.367903749,
1359.8,0.367720032,
1359.9,0.367514335,
1360,0.36729657,
1360.1,0.367082052,
1360.2,0.366889343,
1360.3,0.366736566,
1360.4,0.36663724,
1360.5,0.366596838,
1360.6,0.366611354,
1360.7,0.366668371,
1360.8,0.366750234,
1360.9,0.366838171,
1361,0.366916208,
1361.1,0.366973504,
1361.2,0.367004694,
1361.3,0.367009949,
1361.4,0.366991926,
1361.5,0.366954212,
1361.6,0.366899313,
1361.7,0.366826662,
1361.8,0.366731162,
1361.9,0.366601813,
1362,0.366420893,
1362.1,0.366164314,
1362.2,0.365804113,
1362.3,0.365313734,
1362.4,0.364676123,
1362.5,0.363893329,
1362.6,0.362994853,
1362.7,0.36204109,
1362.8,0.361119036,
1362.9,0.360329279,
1363,0.359766637,
1363.1,0.359499648,
1363.2,0.359554926,
1363.3,0.359911601,
1363.4,0.360507161,
1363.5,0.361252641,
1363.6,0.362051999,
1363.7,0.362819998,
1363.8,0.363494294,
1363.9,0.364040091,
1364,0.364447967,
1364.1,0.364727555,
1364.2,0.364899603,
1364.3,0.364988849,
1364.4,0.365018961,
1364.5,0.36500954,
1364.6,0.364975212,
1364.7,0.364925848,
1364.8,0.364867433,
1364.9,0.364802934,
1365,0.364733329,
1365.1,0.36465756,
1365.2,0.364574149,
1365.3,0.364480946,
1365.4,0.364375985,
1365.5,0.364258246,
1365.6,0.364128148,
1365.7,0.3639876,
1365.8,0.36383926,
1365.9,0.363684805,
1366,0.363522617,
1366.1,0.363345694,
1366.2,0.363140876,
1366.3,0.362890771,
1366.4,0.362578455,
1366.5,0.362194625,
1366.6,0.361745018,
1366.7,0.361255158,
1366.8,0.360769994,
1366.9,0.360346992,
1367,0.360043797,
1367.1,0.359904088,
1367.2,0.359945999,
1367.3,0.36015726,
1367.4,0.360498639,
1367.5,0.360914189,
1367.6,0.361344754,
1367.7,0.361740153,
1367.8,0.362066885,
1367.9,0.362309797,
1368,0.362469917,
1368.1,0.362558114,
1368.2,0.362589514,
1368.3,0.362578565,
1368.4,0.362535695,
1368.5,0.362465521,
1368.6,0.362366194,
1368.7,0.362229423,
1368.8,0.362041529,
1368.9,0.36178594,
1369,0.361447208,
1369.1,0.361016882,
1369.2,0.360499988,
1369.3,0.359920303,
1369.4,0.359321356,
1369.5,0.358762032,
1369.6,0.35830593,
1369.7,0.358007191,
1369.8,0.357897264,
1369.9,0.357975741,
1370,0.3582105,
1370.1,0.358545575,
1370.2,0.358914229,
1370.3,0.359252321,
1370.4,0.359507651,
1370.5,0.359643373,
1370.6,0.35963649,
1370.7,0.359474702,
1370.8,0.359155042,
1370.9,0.358686633,
1371,0.358095558,
1371.1,0.357429854,
1371.2,0.356759194,
1371.3,0.356166781,
1371.4,0.355733638,
1371.5,0.355519339,
1371.6,0.355545755,
1371.7,0.355789975,
1371.8,0.35618904,
1371.9,0.35665712,
1372,0.357106897,
1372.1,0.357470755,
1372.2,0.357714486,
1372.3,0.357840398,
1372.4,0.35788038,
1372.5,0.357882159,
1372.6,0.357893568,
1372.7,0.357949545,
1372.8,0.358065167,
1372.9,0.358235127,
1373,0.358439255,
1373.1,0.358650387,
1373.2,0.358842436,
1373.3,0.358995792,
1373.4,0.359099305,
1373.5,0.359149248,
1373.6,0.35914635,
1373.7,0.35909333,
1373.8,0.358992315,
1373.9,0.358844794,
1374,0.358652744,
1374.1,0.358420962,
1374.2,0.358159308,
1374.3,0.357883997,
1374.4,0.357616838,
1374.5,0.357382338,
1374.6,0.357202987,
1374.7,0.357094059,
1374.8,0.357060031,
1374.9,0.35709314,
1375,0.357175453,
1375.1,0.357283501,
1375.2,0.357394027,
1375.3,0.357489008,
1375.4,0.357558583,
1375.5,0.357601213,
1375.6,0.357621574,
1375.7,0.357627218,
1375.8,0.35762543,
1375.9,0.357620964,
1376,0.357615299,
1376.1,0.357607137,
1376.2,0.35759336,
1376.3,0.357570392,
1376.4,0.357534485,
1376.5,0.357481985,
1376.6,0.357408893,
1376.7,0.357310736,
1376.8,0.357182306,
1376.9,0.35701874,
1377,0.35681659,
1377.1,0.356575697,
1377.2,0.356300815,
1377.3,0.356002565,
1377.4,0.355697342,
1377.5,0.355405796,
1377.6,0.355150296,
1377.7,0.354951583,
1377.8,0.354825382,
1377.9,0.354779565,
1378,0.354812394,
1378.1,0.35491237,
1378.2,0.355059602,
1378.3,0.355228743,
1378.4,0.355392688,
1378.5,0.355526483,
1378.6,0.355610604,
1378.7,0.355633312,
1378.8,0.355591801,
1378.9,0.355492195,
1379,0.35534871,
1379.1,0.355181557,
1379.2,0.355014074,
1379.3,0.354868961,
1379.4,0.354764329,
1379.5,0.35471055,
1379.6,0.354708581,
1379.7,0.354750602,
1379.8,0.354822404,
1379.9,0.354907115,
1380,0.354988818,
1380.1,0.355055336,
1380.2,0.355099674,
1380.3,0.355119705,
1380.4,0.355117058,
1380.5,0.355095588,
1380.6,0.355059881,
1380.7,0.355014284,
1380.8,0.354962293,
1380.9,0.354906456,
1381,0.35484845,
1381.1,0.354789316,
1381.2,0.354729632,
1381.3,0.354669718,
1381.4,0.354609714,
1381.5,0.354549701,
1381.6,0.354489747,
1381.7,0.354429853,
1381.8,0.35437004,
1381.9,0.354310326,
1382,0.354250702,
1382.1,0.354191168,
1382.2,0.354131724,
1382.3,0.354072339,
1382.4,0.354013015,
1382.5,0.353953741,
1382.6,0.353894497,
1382.7,0.353835282,
1382.8,0.353776038,
1382.9,0.353716774,
1383,0.353657409,
1383.1,0.353597825,
1383.2,0.353537782,
1383.3,0.353476819,
1383.4,0.353414168,
1383.5,0.35334865,
1383.6,0.353278586,
1383.7,0.353201828,
1383.8,0.353116108,
1383.9,0.353019439,
1384,0.352910961,
1384.1,0.352791713,
1384.2,0.352665242,
1384.3,0.352537682,
1384.4,0.352417025,
1384.5,0.352311674,
1384.6,0.352228622,
1384.7,0.352171656,
1384.8,0.352140415,
1384.9,0.352130345,
1385,0.352134011,
1385.1,0.352142733,
1385.2,0.352148028,
1385.3,0.352142813,
1385.4,0.352121363,
1385.5,0.352078334,
1385.6,0.352007131,
1385.7,0.351898293,
1385.8,0.351738363,
1385.9,0.351510597,
1386,0.351197462,
1386.1,0.350785729,
1386.2,0.35027298,
1386.3,0.349673814,
1386.4,0.349023165,
1386.5,0.348374315,
1386.6,0.347790574,
1386.7,0.347332085,
1386.8,0.347041578,
1386.9,0.346934229,
1387,0.346994892,
1387.1,0.347184503,
1387.2,0.347452571,
1387.3,0.347751091,
1387.4,0.348044475,
1387.5,0.348312823,
1387.6,0.348548561,
1387.7,0.348749432,
1387.8,0.34891194,
1387.9,0.34902839,
1388,0.349088624,
1388.1,0.349085157,
1388.2,0.349018969,
1388.3,0.348903618,
1388.4,0.348764388,
1388.5,0.348633322,
1388.6,0.348541068,
1388.7,0.348508199,
1388.8,0.348538471,
1388.9,0.348616507,
1389,0.34870997,
1389.1,0.348775178,
1389.2,0.348765328,
1389.3,0.348639476,
1389.4,0.348371148,
1389.5,0.347955649,
1389.6,0.347415147,
1389.7,0.346799205,
1389.8,0.346179838,
1389.9,0.345639905,
1390,0.345256765,
1390.1,0.345085057,
1390.2,0.345143921,
1390.3,0.345412829,
1390.4,0.345837749,
1390.5,0.346345662,
1390.6,0.346862276,
1390.7,0.347327539,
1390.8,0.347704994,
1390.9,0.347983033,
1391,0.348169847,
1391.1,0.348285149,
1391.2,0.348351656,
1391.3,0.348388841,
1391.4,0.348409932,
1391.5,0.34842171,
1391.6,0.348426126,
1391.7,0.3484226,
1391.8,0.348409952,
1391.9,0.348387583,
1392,0.348355992,
1392.1,0.348316359,
1392.2,0.348270403,
1392.3,0.34821998,
1392.4,0.34816657,
1392.5,0.348111272,
1392.6,0.348054855,
1392.7,0.347997699,
1392.8,0.347939843,
1392.9,0.347880959,
1393,0.347820176,
1393.1,0.347755916,
1393.2,0.347685502,
1393.3,0.347604998,
1393.4,0.347509088,
1393.5,0.347391529,
1393.6,0.347246205,
1393.7,0.347068902,
1393.8,0.346859569,
1393.9,0.3466244,
1394,0.346376862,
1394.1,0.346136858,
1394.2,0.345927635,
1394.3,0.345771192,
1394.4,0.345682895,
1394.5,0.345667559,
1394.6,0.345718092,
1394.7,0.345817059,
1394.8,0.345940812,
1394.9,0.346064426,
1395,0.34616617,
1395.1,0.34623014,
1395.2,0.346247114,
1395.3,0.346214075,
1395.4,0.346133062,
1395.5,0.346010197,
1395.6,0.345854953,
1395.7,0.345679168,
1395.8,0.345495251,
1395.9,0.345313552,
1396,0.345139156,
1396.1,0.344969335,
1396.2,0.344793141,
1396.3,0.344594118,
1396.4,0.344355982,
1396.5,0.34407035,
1396.6,0.343743198,
1396.7,0.343397842,
1396.8,0.343072418,
1396.9,0.342811673,
1397,0.34265543,
1397.1,0.342627247,
1397.2,0.342727133,
1397.3,0.342930791,
1397.4,0.343195572,
1397.5,0.343471044,
1397.6,0.343710738,
1397.7,0.343881907,
1397.8,0.343970774,
1397.9,0.343982883,
1398,0.343938984,
1398.1,0.343867921,
1398.2,0.343799445,
1398.3,0.343756685,
1398.4,0.343752009,
1398.5,0.343785448,
1398.6,0.343846111,
1398.7,0.343915526,
1398.8,0.343971753,
1398.9,0.343992963,
1399,0.343960094,
1399.1,0.343858739,
1399.2,0.343680956,
1399.3,0.343427025,
1399.4,0.343108015,
1399.5,0.342746145,
1399.6,0.342374045,
1399.7,0.342029848,
1399.8,0.341749192,
1399.9,0.341555314,
1400,0.341450553,
1400.1,0.341412029,
1400.2,0.341394126,
1400.3,0.341337849,
1400.4,0.341185752,
1400.5,0.340898412,
1400.6,0.340468366,
1400.7,0.339927124,
1400.8,0.339342354,
1400.9,0.338804919,
1401,0.338408292,
1401.1,0.338225873,
1401.2,0.338292751,
1401.3,0.338597894,
1401.4,0.339088053,
1401.5,0.339682674,
1401.6,0.34029361,
1401.7,0.340843763,
1401.8,0.341279473,
1401.9,0.341574716,
1402,0.341727882,
1402.1,0.341754857,
1402.2,0.341680536,
1402.3,0.341532436,
1402.4,0.341336989,
1402.5,0.341118715,
1402.6,0.34090041,
1402.7,0.340703785,
1402.8,0.34054875,
1402.9,0.340451132,
1403,0.340419522,
1403.1,0.340452231,
1403.2,0.340535892,
1403.3,0.340647348,
1403.4,0.340757294,
1403.5,0.3408364,
1403.6,0.340861656,
1403.7,0.340821514,
1403.8,0.340718631,
1403.9,0.340569481,
1404,0.340400919,
1404.1,0.340244266,
1404.2,0.340128315,
1404.3,0.340072957,
1404.4,0.340085216,
1404.5,0.340158507,
1404.6,0.340275437,
1404.7,0.340412668,
1404.8,0.340546283,
1404.9,0.340656089,
1405,0.340727532,
1405.1,0.34075128,
1405.2,0.340721608,
1405.3,0.34063411,
1405.4,0.340484541,
1405.5,0.340269243,
1405.6,0.339987258,
1405.7,0.339643621,
1405.8,0.339252499,
1405.9,0.338838678,
1406,0.338436995,
1406.1,0.338087114,
1406.2,0.337826639,
1406.3,0.337682344,
1406.4,0.337663242,
1406.5,0.337756255,
1406.6,0.337927014,
1406.7,0.338125138,
1406.8,0.338292861,
1406.9,0.338375023,
1407,0.338329076,
1407.1,0.338133001,
1407.2,0.337790353,
1407.3,0.337331284,
1407.4,0.336808516,
1407.5,0.336288235,
1407.6,0.335837049,
1407.7,0.335507918,
1407.8,0.335329136,
1407.9,0.335299914,
1408,0.335394105,
1408.1,0.335570779,
1408.2,0.335787595,
1408.3,0.336012374,
1408.4,0.336228781,
1408.5,0.336435806,
1408.6,0.336641782,
1408.7,0.336856371,
1408.8,0.337084087,
1408.9,0.337321004,
1409,0.337555164,
1409.1,0.337769522,
1409.2,0.337945797,
1409.3,0.338067782,
1409.4,0.33812344,
1409.5,0.338105886,
1409.6,0.338013793,
1409.7,0.337851875,
1409.8,0.337630933,
1409.9,0.337368979,
1410,0.337089561,
1410.1,0.336819635,
1410.2,0.336585535,
1410.3,0.336407982,
1410.4,0.336297566,
1410.5,0.336251709,
1410.6,0.336254287,
1410.7,0.336278124,
1410.8,0.336289244,
1410.9,0.336253028,
1411,0.336140993,
1411.1,0.335936915,
1411.2,0.335641203,
1411.3,0.33527166,
1411.4,0.334859647,
1411.5,0.33444206,
1411.6,0.334050328,
1411.7,0.333700916,
1411.8,0.333390938,
1411.9,0.33310127,
1412,0.332806247,
1412.1,0.332486178,
1412.2,0.332136926,
1412.3,0.331772279,
1412.4,0.331418002,
1412.5,0.3311013,
1412.6,0.330840545,
1412.7,0.330641562,
1412.8,0.330501514,
1412.9,0.330418342,
1413,0.330399699,
1413.1,0.330465957,
1413.2,0.330644719,
1413.3,0.330958954,
1413.4,0.331414206,
1413.5,0.331990924,
1413.6,0.332645548,
1413.7,0.333319555,
1413.8,0.333953619,
1413.9,0.334500275,
1414,0.334932019,
1414.1,0.335242897,
1414.2,0.335444568,
1414.3,0.33555929,
1414.4,0.33561262,
1414.5,0.335627456,
1414.6,0.335621162,
1414.7,0.335604527,
1414.8,0.335582458,
1414.9,0.335555723,
1415,0.335522604,
1415.1,0.335480394,
1415.2,0.335426315,
1415.3,0.335358159,
1415.4,0.335274777,
1415.5,0.33517633,
1415.6,0.335064515,
1415.7,0.33494224,
1415.8,0.334813121,
1415.9,0.334680336,
1416,0.334545013,
1416.1,0.334404815,
1416.2,0.334253127,
1416.3,0.334079621,
1416.4,0.333872405,
1416.5,0.333621701,
1416.6,0.33332425,
1416.7,0.332987137,
1416.8,0.332629633,
1416.9,0.33228206,
1417,0.331980993,
1417.1,0.331761999,
1417.2,0.331651383,
1417.3,0.331659335,
1417.4,0.331776535,
1417.5,0.331975288,
1417.6,0.332214923,
1417.7,0.332450102,
1417.8,0.332639794,
1417.9,0.332754986,
1418,0.332783469,
1418.1,0.332730978,
1418.2,0.332618933,
1418.3,0.332479015,
1418.4,0.33234614,
1418.5,0.332251059,
1418.6,0.332214244,
1418.7,0.332242477,
1418.8,0.332328736,
1418.9,0.332455247,
1419,0.332598623,
1419.1,0.332735224,
1419.2,0.33284605,
1419.3,0.332918712,
1419.4,0.332947704,
1419.5,0.332933138,
1419.6,0.3328781,
1419.7,0.332786246,
1419.8,0.332659845,
1419.9,0.332498776,
1420,0.332300852,
1420.1,0.332063086,
1420.2,0.331784088,
1420.3,0.331466886,
1420.4,0.331121301,
1420.5,0.330765086,
1420.6,0.330422818,
1420.7,0.33012209,
1420.8,0.329888839,
1420.9,0.329740469,
1421,0.329681484,
1421.1,0.329702554,
1421.2,0.329780911,
1421.3,0.329884933,
1421.4,0.329978425,
1421.5,0.330023982,
1421.6,0.329984609,
1421.7,0.32982448,
1421.8,0.329510695,
1421.9,0.329017828,
1422,0.328335459,
1422.1,0.327477316,
1422.2,0.326488375,
1422.3,0.325446615,
1422.4,0.324455796,
1422.5,0.323630282,
1422.6,0.323073965,
1422.7,0.322858357,
1422.8,0.323005559,
1422.9,0.323480922,
1423,0.324197469,
1423.1,0.325031495,
1423.2,0.32584534,
1423.3,0.326512733,
1423.4,0.3269414,
1423.5,0.327088172,
1423.6,0.326964648,
1423.7,0.32663211,
1423.8,0.326187478,
1423.9,0.325741947,
1424,0.32539801,
1424.1,0.325229069,
1424.2,0.325266374,
1424.3,0.325496028,
1424.4,0.32586602,
1424.5,0.326300632,
1424.6,0.32671771,
1424.7,0.327045282,
1424.8,0.327233485,
1424.9,0.327260909,
1425,0.327136936,
1425.1,0.326897291,
1425.2,0.326596604,
1425.3,0.326297235,
1425.4,0.326056611,
1425.5,0.325915694,
1425.6,0.325891516,
1425.7,0.325976357,
1425.8,0.32614358,
1425.9,0.326358338,
1426,0.326588931,
1426.1,0.326814869,
1426.2,0.327029637,
1426.3,0.327237122,
1426.4,0.327444976,
1426.5,0.327657916,
1426.6,0.327873444,
1426.7,0.328081398,
1426.8,0.328266624,
1426.9,0.328413256,
1427,0.328508337,
1427.1,0.328544623,
1427.2,0.328520925,
1427.3,0.32844104,
1427.4,0.328312191,
1427.5,0.328142741,
1427.6,0.327939292,
1427.7,0.327703783,
1427.8,0.327429371,
1427.9,0.327098442,
1428,0.326681494,
1428.1,0.326142391,
1428.2,0.325447434,
1428.3,0.32457952,
1428.4,0.323551546,
1428.5,0.322414475,
1428.6,0.321253835,
1428.7,0.320173801,
1428.8,0.319271988,
1428.9,0.318613527,
1429,0.318214702,
1429.1,0.318043173,
1429.2,0.31803533,
1429.3,0.318123907,
1429.4,0.318263476,
1429.5,0.318444436,
1429.6,0.318689116,
1429.7,0.319034461,
1429.8,0.319509425,
1429.9,0.320117264,
1430,0.320829175,
1430.1,0.321590379,
1430.2,0.32233368,
1430.3,0.322994939,
1430.4,0.323525161,
1430.5,0.323897201,
1430.6,0.324107423,
1430.7,0.324174141,
1430.8,0.324133868,
1430.9,0.324035241,
1431,0.323931499,
1431.1,0.323871055,
1431.2,0.32388773,
1431.3,0.32399416,
1431.4,0.324180095,
1431.5,0.324416573,
1431.6,0.324664859,
1431.7,0.324887021,
1431.8,0.325056192,
1431.9,0.325160544,
1432,0.325203783,
1432.1,0.325200356,
1432.2,0.325168616,
1432.3,0.325124128,
1432.4,0.325075214,
1432.5,0.325021095,
1432.6,0.324952559,
1432.7,0.324854591,
1432.8,0.324710127,
