wavelength (nm),irradiance (W/m^2/nm),
932.7,0.842300996,
932.8,0.842686274,
932.9,0.842938177,
933,0.843038833,
933.1,0.842985723,
933.2,0.842793893,
933.3,0.842496672,
933.4,0.842143764,
933.5,0.841794243,
933.6,0.841504745,
933.7,0.841316072,
933.8,0.841242921,
933.9,0.841270085,
934,0.841356844,
934.1,0.841446799,
934.2,0.841482146,
934.3,0.841412671,
934.4,0.841202798,
934.5,0.840832417,
934.6,0.84029662,
934.7,0.839605779,
934.8,0.838786619,
934.9,0.837884028,
935,0.836958897,
935.1,0.836079654,
935.2,0.835307539,
935.3,0.83467956,
935.4,0.834196234,
935.5,0.833820297,
935.6,0.833489508,
935.7,0.833138908,
935.8,0.832727854,
935.9,0.832256607,
936,0.831771093,
936.1,0.831350239,
936.2,0.831081611,
936.3,0.831032288,
936.4,0.831224387,
936.5,0.831623902,
936.6,0.832144352,
936.7,0.832666472,
936.8,0.833067055,
936.9,0.833249184,
937,0.833166022,
937.1,0.832831856,
937.2,0.83231755,
937.3,0.83173248,
937.4,0.831196463,
937.5,0.830810606,
937.6,0.830633283,
937.7,0.830669179,
937.8,0.830873047,
937.9,0.831166501,
938,0.831461714,
938.1,0.831683456,
938.2,0.831783242,
938.3,0.83174271,
938.4,0.831568014,
938.5,0.831278536,
938.6,0.830897774,
938.7,0.830445479,
938.8,0.829935788,
938.9,0.829378592,
939,0.828782053,
939.1,0.828158099,
939.2,0.827521947,
939.3,0.826892788,
939.4,0.826289136,
939.5,0.82572081,
939.6,0.82517773,
939.7,0.824621843,
939.8,0.823983133,
939.9,0.823168159,
940,0.822077254,
940.1,0.820628516,
940.2,0.818784929,
940.3,0.816571969,
940.4,0.814079871,
940.5,0.811444278,
940.6,0.808807816,
940.7,0.806272879,
940.8,0.803860646,
940.9,0.801498926,
941,0.799050427,
941.1,0.796380287,
941.2,0.793444616,
941.3,0.790362903,
941.4,0.787441209,
941.5,0.785127164,
941.6,0.783900716,
941.7,0.784138453,
941.8,0.785999014,
941.9,0.789366829,
942,0.79387668,
942.1,0.799002113,
942.2,0.804173962,
942.3,0.808886472,
942.4,0.812765656,
942.5,0.815587814,
942.6,0.817263639,
942.7,0.817808067,
942.8,0.817313881,
942.9,0.815936746,
943,0.813888271,
943.1,0.811423818,
943.2,0.808821384,
943.3,0.806345171,
943.4,0.804208159,
943.5,0.802542305,
943.6,0.801390248,
943.7,0.800720188,
943.8,0.800457545,
943.9,0.800519337,
944,0.800833911,
944.1,0.801347398,
944.2,0.80201632,
944.3,0.802796966,
944.4,0.803640733,
944.5,0.804497727,
944.6,0.805325469,
944.7,0.806094726,
944.8,0.806789973,
944.9,0.807404086,
945,0.807933028,
945.1,0.808375762,
945.2,0.808740749,
945.3,0.809052926,
945.4,0.809358159,
945.5,0.809714834,
945.6,0.81017593,
945.7,0.810769512,
945.8,0.811482542,
945.9,0.81226151,
946,0.81302753,
946.1,0.813703375,
946.2,0.814238442,
946.3,0.814626327,
946.4,0.814902308,
946.5,0.815127277,
946.6,0.815363415,
946.7,0.815651214,
946.8,0.815998128,
946.9,0.81637949,
947,0.816750411,
947.1,0.817064826,
947.2,0.817288935,
947.3,0.817410421,
947.4,0.817438275,
947.5,0.817396714,
947.6,0.817317068,
947.7,0.817228871,
947.8,0.817154531,
947.9,0.817104668,
948,0.817077274,
948.1,0.817058412,
948.2,0.817025872,
948.3,0.816955318,
948.4,0.816827559,
948.5,0.816635199,
948.6,0.816386093,
948.7,0.81610301,
948.8,0.815817278,
948.9,0.81556037,
949,0.815355402,
949.1,0.815211787,
949.2,0.815125049,
949.3,0.815080531,
949.4,0.81505936,
949.5,0.815042706,
949.6,0.815013044,
949.7,0.814951382,
949.8,0.814835461,
949.9,0.814638066,
950,0.814331475,
950.1,0.813895594,
950.2,0.813326979,
950.3,0.812645319,
950.4,0.811891608,
950.5,0.811119853,
950.6,0.810381267,
950.7,0.809709429,
950.8,0.809110722,
950.9,0.808564525,
951,0.808033624,
951.1,0.807480214,
951.2,0.806881537,
951.3,0.806238491,
951.4,0.805573836,
951.5,0.804923597,
951.6,0.804323461,
951.7,0.803799603,
951.8,0.803365142,
951.9,0.803022414,
952,0.802766594,
952.1,0.802586424,
952.2,0.802460782,
952.3,0.802353662,
952.4,0.802213095,
952.5,0.801978115,
952.6,0.801594246,
952.7,0.801031725,
952.8,0.800298614,
952.9,0.799442649,
953,0.79853717,
953.1,0.797657886,
953.2,0.79685612,
953.3,0.796138544,
953.4,0.795460691,
953.5,0.794732825,
953.6,0.79383453,
953.7,0.792634188,
953.8,0.791005469,
953.9,0.788841872,
954,0.786069198,
954.1,0.782656805,
954.2,0.778627173,
954.3,0.774058367,
954.4,0.769079756,
954.5,0.763517399,
954.6,0.758931255,
954.7,0.755620856,
954.8,0.753581054,
954.9,0.753007583,
955,0.753923482,
955.1,0.7561814,
955.2,0.759501049,
955.3,0.763528854,
955.4,0.767902493,
955.5,0.772303496,
955.6,0.776485985,
955.7,0.780285604,
955.8,0.783610579,
955.9,0.786426033,
956,0.788735932,
956.1,0.79056762,
956.2,0.791959062,
956.3,0.792947863,
956.4,0.793563864,
956.5,0.793825808,
956.6,0.793745104,
956.7,0.793336598,
956.8,0.792634348,
956.9,0.791705391,
957,0.790656247,
957.1,0.789625995,
957.2,0.788765993,
957.3,0.788212843,
957.4,0.788061306,
957.5,0.788347067,
957.6,0.789042733,
957.7,0.7900677,
957.8,0.791306476,
957.9,0.792630231,
958,0.793916113,
958.1,0.795062076,
958.2,0.795996038,
958.3,0.796679785,
958.4,0.797108732,
958.5,0.797308634,
958.6,0.797327377,
958.7,0.797224933,
958.8,0.797062436,
958.9,0.796889808,
959,0.796737291,
959.1,0.79661096,
959.2,0.79649349,
959.3,0.796348387,
959.4,0.796130382,
959.5,0.795792979,
959.6,0.795297814,
959.7,0.79462127,
959.8,0.79375971,
959.9,0.792733694,
960,0.791589799,
960.1,0.790401107,
960.2,0.789262577,
960.3,0.788281789,
960.4,0.787563654,
960.5,0.787191543,
960.6,0.787212224,
960.7,0.787622528,
960.8,0.788369356,
960.9,0.789357537,
961,0.790465336,
961.1,0.791561516,
961.2,0.792521124,
961.3,0.793233714,
961.4,0.793609111,
961.5,0.793579909,
961.6,0.793104825,
961.7,0.79217387,
961.8,0.790815118,
961.9,0.78909973,
962,0.787140641,
962.1,0.785083615,
962.2,0.783089559,
962.3,0.781313748,
962.4,0.779884981,
962.5,0.778891365,
962.6,0.778372942,
962.7,0.77832166,
962.8,0.778681881,
962.9,0.77935389,
963,0.780201044,
963.1,0.781063773,
963.2,0.781782867,
963.3,0.782229667,
963.4,0.782334428,
963.5,0.782105444,
963.6,0.781629261,
963.7,0.781051434,
963.8,0.780542912,
963.9,0.78025853,
964,0.780301229,
964.1,0.780699155,
964.2,0.781401475,
964.3,0.782292438,
964.4,0.783219646,
964.5,0.784028067,
964.6,0.784588979,
964.7,0.784819073,
964.8,0.78468444,
964.9,0.784191493,
965,0.783370185,
965.1,0.78225847,
965.2,0.780890845,
965.3,0.779298592,
965.4,0.777519344,
965.5,0.775612766,
965.6,0.773676276,
965.7,0.771850782,
965.8,0.770313427,
965.9,0.769251195,
966,0.768821239,
966.1,0.769110458,
966.2,0.770104224,
966.3,0.771680692,
966.4,0.773631538,
966.5,0.77570471,
966.6,0.777654387,
966.7,0.779283116,
966.8,0.780465285,
966.9,0.781150561,
967,0.781352411,
967.1,0.78113074,
967.2,0.780576691,
967.3,0.779801139,
967.4,0.77892852,
967.5,0.778088159,
967.6,0.777402164,
967.7,0.77697099,
967.8,0.776855298,
967.9,0.777063882,
968,0.777549206,
968.1,0.778215859,
968.2,0.778936992,
968.3,0.779579298,
968.4,0.780024639,
968.5,0.780190454,
968.6,0.780041094,
968.7,0.779593355,
968.8,0.778912035,
968.9,0.77809847,
969,0.777271087,
969.1,0.776542852,
969.2,0.775997015,
969.3,0.775670532,
969.4,0.775547378,
969.5,0.775564771,
969.6,0.77562948,
969.7,0.77564037,
969.8,0.775511571,
969.9,0.775190153,
970,0.774668104,
970.1,0.773982778,
970.2,0.773210434,
970.3,0.772452436,
970.4,0.771818392,
970.5,0.771408208,
970.6,0.771296523,
970.7,0.771520632,
970.8,0.772073912,
970.9,0.772905331,
971,0.773926261,
971.1,0.775024049,
971.2,0.776079867,
971.3,0.776988843,
971.4,0.777675977,
971.5,0.778104764,
971.6,0.778277541,
971.7,0.778227199,
971.8,0.778004728,
971.9,0.777664358,
972,0.777252595,
972.1,0.77680041,
972.2,0.77632181,
972.3,0.775816205,
972.4,0.775277172,
972.5,0.774697237,
972.6,0.774077,
972.7,0.77342749,
972.8,0.77276826,
972.9,0.772119829,
973,0.771491879,
973.1,0.770871882,
973.2,0.770220314,
973.3,0.769476514,
973.4,0.76857614,
973.5,0.767476733,
973.6,0.766182679,
973.7,0.764759387,
973.8,0.76333063,
973.9,0.762055319,
974,0.761091175,
974.1,0.760556228,
974.2,0.760499731,
974.3,0.760893341,
974.4,0.761642147,
974.5,0.762611646,
974.6,0.763659311,
974.7,0.764661459,
974.8,0.765528854,
974.9,0.766212621,
975,0.766699993,
975.1,0.767008603,
975.2,0.767177644,
975.3,0.767258718,
975.4,0.767302986,
975.5,0.767347135,
975.6,0.767399666,
975.7,0.767433044,
975.8,0.767386008,
975.9,0.767178703,
976,0.766737538,
976.1,0.766023049,
976.2,0.765051533,
976.3,0.763903881,
976.4,0.76271362,
976.5,0.761640179,
976.6,0.760833217,
976.7,0.760399145,
976.8,0.760381792,
976.9,0.760759936,
977,0.761460338,
977.1,0.762380153,
977.2,0.763408896,
977.3,0.764442765,
977.4,0.765390414,
977.5,0.766173008,
977.6,0.766722092,
977.7,0.766981499,
977.8,0.766910855,
977.9,0.766492248,
978,0.765736948,
978.1,0.764688843,
978.2,0.763424672,
978.3,0.762048505,
978.4,0.760681989,
978.5,0.759450947,
978.6,0.758469909,
978.7,0.757825444,
978.8,0.757565708,
978.9,0.75769135,
979,0.758154975,
979.1,0.758866376,
979.2,0.759703739,
979.3,0.760529952,
979.4,0.761211162,
979.5,0.761636642,
979.6,0.761735669,
979.7,0.76149052,
979.8,0.760941006,
979.9,0.760180791,
980,0.759343208,
980.1,0.758578357,
980.2,0.758024367,
980.3,0.757779148,
980.4,0.757879953,
980.5,0.758296801,
980.6,0.758942604,
980.7,0.759696656,
980.8,0.76043647,
980.9,0.761065279,
981,0.761530272,
981.1,0.761826624,
981.2,0.761988342,
981.3,0.762070385,
981.4,0.762129029,
981.5,0.762205967,
981.6,0.76231974,
981.7,0.762465034,
981.8,0.7626177,
981.9,0.762743672,
982,0.762806992,
982.1,0.76277759,
982.2,0.762636273,
982.3,0.762377846,
982.4,0.76201177,
982.5,0.761561433,
982.6,0.761058805,
982.7,0.760538155,
982.8,0.760028564,
982.9,0.759548055,
983,0.759102114,
983.1,0.758687025,
983.2,0.758297301,
983.3,0.757933423,
983.4,0.75760661,
983.5,0.757337573,
983.6,0.757150509,
983.7,0.75706388,
983.8,0.757083322,
983.9,0.757198663,
984,0.757386916,
984.1,0.75761769,
984.2,0.757859752,
984.3,0.75808494,
984.4,0.758269397,
984.5,0.758392581,
984.6,0.75843595,
984.7,0.758384179,
984.8,0.758225658,
984.9,0.757955852,
985,0.757579426,
985.1,0.757110716,
985.2,0.756571453,
985.3,0.755987162,
985.4,0.755381072,
985.5,0.754768847,
985.6,0.754155134,
985.7,0.753533169,
985.8,0.752889643,
985.9,0.75221257,
986,0.751501168,
986.1,0.750772893,
986.2,0.750064279,
986.3,0.749423611,
986.4,0.748897785,
986.5,0.748518102,
986.6,0.748291695,
986.7,0.748202139,
986.8,0.748218504,
986.9,0.748308699,
987,0.748450895,
987.1,0.748638309,
987.2,0.748876395,
987.3,0.749173966,
987.4,0.749534147,
987.5,0.749945571,
987.6,0.750380462,
987.7,0.750795831,
987.8,0.751139099,
987.9,0.751355955,
988,0.751396777,
988.1,0.751220872,
988.2,0.75079708,
988.3,0.750102973,
988.4,0.749124912,
988.5,0.747861559,
988.6,0.746334914,
988.7,0.744602023,
988.8,0.742765379,
988.9,0.740972824,
989,0.7394024,
989.1,0.738231451,
989.2,0.737598785,
989.3,0.737569333,
989.4,0.73811553,
989.5,0.739122163,
989.6,0.740415118,
989.7,0.741803164,
989.8,0.743121075,
989.9,0.744259125,
990,0.745172796,
990.1,0.745872369,
990.2,0.746399953,
990.3,0.746803764,
990.4,0.747118398,
990.5,0.747355955,
990.6,0.747507882,
990.7,0.747554328,
990.8,0.747476611,
990.9,0.747268637,
991,0.746944621,
991.1,0.74654165,
991.2,0.746114731,
991.3,0.745728844,
991.4,0.745443772,
991.5,0.745300986,
991.6,0.745312615,
991.7,0.745457039,
991.8,0.745682857,
991.9,0.745920474,
992,0.746097687,
992.1,0.746154654,
992.2,0.746054548,
992.3,0.745787059,
992.4,0.745364606,
992.5,0.744814283,
992.6,0.74416901,
992.7,0.743461775,
992.8,0.742724637,
992.9,0.741992466,
993,0.74130705,
993.1,0.740718173,
993.2,0.740278367,
993.3,0.740031129,
993.4,0.739996542,
993.5,0.740160188,
993.6,0.740469847,
993.7,0.740843715,
993.8,0.741186833,
993.9,0.741411981,
994,0.741458218,
994.1,0.741302324,
994.2,0.740960595,
994.3,0.740481626,
994.4,0.739932652,
994.5,0.739383358,
994.6,0.73889155,
994.7,0.738493784,
994.8,0.738202817,
994.9,0.738011647,
995,0.737901641,
995.1,0.737851188,
995.2,0.737842346,
995.3,0.737863197,
995.4,0.737906796,
995.5,0.737968368,
995.6,0.738042758,
995.7,0.738123192,
995.8,0.738202158,
995.9,0.738273261,
996,0.738333075,
996.1,0.738381899,
996.2,0.738422951,
996.3,0.738460555,
996.4,0.73849766,
996.5,0.738533906,
996.6,0.738565377,
996.7,0.738584639,
996.8,0.73858267,
996.9,0.738550041,
997,0.738477869,
997.1,0.738358122,
997.2,0.738183955,
997.3,0.737949965,
997.4,0.737653294,
997.5,0.737295211,
997.6,0.736882409,
997.7,0.736427086,
997.8,0.735946268,
997.9,0.735459126,
998,0.734984642,
998.1,0.734538771,
998.2,0.734132733,
998.3,0.733772871,
998.4,0.733460185,
998.5,0.733190818,
998.6,0.732955749,
998.7,0.732739862,
998.8,0.732521377,
998.9,0.732272581,
999,0.731963622,
999.1,0.731569692,
999.2,0.731080242,
999.3,0.730507151,
999.4,0.729888242,
999.5,0.729282931,
999.6,0.728760732,
999.7,0.728385355,
999.8,0.728199589,
999.9,0.728216054,
1000,0.728416176,
1000.1,0.728757066,
1000.2,0.729182905,
1000.3,0.729636759,
1000.4,0.730069172,
1000.5,0.730442971,
1000.6,0.730733658,
1000.7,0.730928115,
1000.8,0.731022536,
1000.9,0.731020808,
1001,0.730932761,
1001.1,0.730773061,
1001.2,0.730558402,
1001.3,0.730304841,
1001.4,0.730025164,
1001.5,0.729727064,
1001.6,0.729412489,
1001.7,0.729079083,
1001.8,0.728722168,
1001.9,0.72833758,
1002,0.727923859,
1002.1,0.727482623,
1002.2,0.727019499,
1002.3,0.726540669,
1002.4,0.726050899,
1002.5,0.725550599,
1002.6,0.725033236,
1002.7,0.724484222,
1002.8,0.723880079,
1002.9,0.723189788,
1003,0.722377532,
1003.1,0.721407843,
1003.2,0.720252259,
1003.3,0.718896853,
1003.4,0.717348338,
1003.5,0.715635698,
1003.6,0.713805009,
1003.7,0.711907123,
1003.8,0.709979524,
1003.9,0.7080262,
1004,0.706002223,
1004.1,0.703808734,
1004.2,0.701303169,
1004.3,0.698326117,
1004.4,0.694741127,
1004.5,0.690481441,
1004.6,0.685593135,
1004.7,0.680263095,
1004.8,0.67482093,
1004.9,0.669707526,
1005,0.665413112,
1005.1,0.662391852,
1005.2,0.660976162,
1005.3,0.661311247,
1005.4,0.663328821,
1005.5,0.666765831,
1005.6,0.671222022,
1005.7,0.676237239,
1005.8,0.681366138,
1005.9,0.686234602,
1006,0.690569458,
1006.1,0.694207009,
1006.2,0.697085573,
1006.3,0.699232905,
1006.4,0.700751438,
1006.5,0.701800252,
1006.6,0.702571937,
1006.7,0.703263237,
1006.8,0.704043404,
1006.9,0.705027119,
1007,0.706259431,
1007.1,0.707716242,
1007.2,0.709319445,
1007.3,0.710961561,
1007.4,0.712531706,
1007.5,0.713936265,
1007.6,0.715111171,
1007.7,0.716025662,
1007.8,0.716678778,
1007.9,0.717092469,
1008,0.717303211,
1008.1,0.717354373,
1008.2,0.717290912,
1008.3,0.71715527,
1008.4,0.71698538,
1008.5,0.716813082,
1008.6,0.716662953,
1008.7,0.716551447,
1008.8,0.716485649,
1008.9,0.716465848,
1009,0.716486738,
1009.1,0.716541527,
1009.2,0.716625028,
1009.3,0.716735504,
1009.4,0.716873575,
1009.5,0.717039309,
1009.6,0.717228801,
1009.7,0.71743176,
1009.8,0.717631562,
1009.9,0.717807996,
1010,0.717941211,
1010.1,0.718016081,
1010.2,0.718025072,
1010.3,0.717969215,
1010.4,0.717856541,
1010.5,0.717698869,
1010.6,0.717507669,
1010.7,0.717290183,
1010.8,0.717046992,
1010.9,0.716773938,
1011,0.716464719,
1011.1,0.716116926,
1011.2,0.715737023,
1011.3,0.715341774,
1011.4,0.714955148,
1011.5,0.714599632,
1011.6,0.714286027,
1011.7,0.714004621,
1011.8,0.713723176,
1011.9,0.713393546,
1012,0.712966717,
1012.1,0.712411968,
1012.2,0.711733935,
1012.3,0.710980693,
1012.4,0.710238881,
1012.5,0.709615816,
1012.6,0.709213195,
1012.7,0.709100321,
1012.8,0.709295907,
1012.9,0.709763128,
1013,0.710419501,
1013.1,0.711159326,
1013.2,0.711875742,
1013.3,0.712481862,
1013.4,0.71292113,
1013.5,0.713167328,
1013.6,0.713216052,
1013.7,0.713071738,
1013.8,0.712735874,
1013.9,0.712199878,
1014,0.711446356,
1014.1,0.710459214,
1014.2,0.709240279,
1014.3,0.707826708,
1014.4,0.706302331,
1014.5,0.704795857,
1014.6,0.703462739,
1014.7,0.702452719,
1014.8,0.701874652,
1014.9,0.701766514,
1015,0.702085104,
1015.1,0.702718409,
1015.2,0.703517078,
1015.3,0.70433487,
1015.4,0.705063045,
1015.5,0.705649944,
1015.6,0.706100041,
1015.7,0.706456556,
1015.8,0.706775466,
1015.9,0.70710129,
1016,0.707451471,
1016.1,0.70781365,
1016.2,0.708153231,
1016.3,0.708427353,
1016.4,0.708599442,
1016.5,0.708649924,
1016.6,0.70858021,
1016.7,0.708411218,
1016.8,0.708176829,
1016.9,0.707914915,
1017,0.707661293,
1017.1,0.707442988,
1017.2,0.707276475,
1017.3,0.707168087,
1017.4,0.707116086,
1017.5,0.707113268,
1017.6,0.707149235,
1017.7,0.707211986,
1017.8,0.707289433,
1017.9,0.707370047,
1018,0.707443658,
1018.1,0.707501583,
1018.2,0.707535851,
1018.3,0.707537779,
1018.4,0.707496178,
1018.5,0.707395793,
1018.6,0.707216891,
1018.7,0.706936524,
1018.8,0.706531775,
1018.9,0.705985189,
1019,0.70529166,
1019.1,0.704465497,
1019.2,0.703545901,
1019.3,0.702597333,
1019.4,0.701703613,
1019.5,0.700954887,
1019.6,0.70043018,
1019.7,0.700179845,
1019.8,0.700213903,
1019.9,0.700499495,
1020,0.700969073,
1020.1,0.70153599,
1020.2,0.702113987,
1020.3,0.702630791,
1020.4,0.703038248,
1020.5,0.703311292,
1020.6,0.703441549,
1020.7,0.703426404,
1020.8,0.703258022,
1020.9,0.702915724,
1021,0.702364442,
1021.1,0.701560857,
1021.2,0.700467075,
1021.3,0.699070028,
1021.4,0.697400937,
1021.5,0.695549227,
1021.6,0.69366347,
1021.7,0.691934185,
1021.8,0.690560876,
1021.9,0.689709076,
1022,0.689470661,
1022.1,0.689839714,
1022.2,0.690712693,
1022.3,0.691913145,
1022.4,0.693233014,
1022.5,0.694477994,
1022.6,0.695504,
1022.7,0.696236691,
1022.8,0.696671652,
1022.9,0.696859616,
1023,0.696883044,
1023.1,0.696831782,
1023.2,0.696783228,
1023.3,0.696789951,
1023.4,0.696875291,
1023.5,0.69703563,
1023.6,0.697246952,
1023.7,0.697473519,
1023.8,0.697676728,
1023.9,0.697822521,
1024,0.69788662,
1024.1,0.697858827,
1024.2,0.697742456,
1024.3,0.697553484,
1024.4,0.697316007,
1024.5,0.697056551,
1024.6,0.696798213,
1024.7,0.696555811,
1024.8,0.69633408,
1024.9,0.696128833,
1025,0.695931188,
1025.1,0.695732575,
1025.2,0.695529416,
1025.3,0.695324638,
1025.4,0.695126505,
1025.5,0.694945465,
1025.6,0.694789731,
1025.7,0.694662131,
1025.8,0.694558898,
1025.9,0.694471141,
1026,0.694387599,
1026.1,0.694298443,
1026.2,0.694198127,
1026.3,0.694086822,
1026.4,0.693969592,
1026.5,0.693853971,
1026.6,0.693746572,
1026.7,0.693649743,
1026.8,0.693559777,
1026.9,0.693467094,
1027,0.693358796,
1027.1,0.693222844,
1027.2,0.693052684,
1027.3,0.692850194,
1027.4,0.692627424,
1027.5,0.692403314,
1027.6,0.692199326,
1027.7,0.692033272,
1027.8,0.691913285,
1027.9,0.691833829,
1028,0.691774265,
1028.1,0.691700365,
1028.2,0.691568709,
1028.3,0.69133347,
1028.4,0.690954975,
1028.5,0.690409628,
1028.6,0.689699036,
1028.7,0.688856828,
1028.8,0.68794955,
1028.9,0.687068788,
1029,0.686315356,
1029.1,0.685777302,
1029.2,0.685507905,
1029.3,0.685511082,
1029.4,0.685739048,
1029.5,0.686104135,
1029.6,0.686500702,
1029.7,0.686830302,
1029.8,0.687023231,
1029.9,0.687049926,
1030,0.686921926,
1030.1,0.68668345,
1030.2,0.686397389,
1030.3,0.686129391,
1030.4,0.685933485,
1030.5,0.685841572,
1030.6,0.685858506,
1030.7,0.685963187,
1030.8,0.686115854,
1030.9,0.68626929,
1031,0.686381474,
1031.1,0.686426382,
1031.2,0.686398208,
1031.3,0.686313918,
1031.4,0.686202532,
1031.5,0.686095892,
1031.6,0.686016347,
1031.7,0.685966914,
1031.8,0.685926392,
1031.9,0.685849344,
1032,0.685671022,
1032.1,0.685316075,
1032.2,0.684710325,
1032.3,0.683795215,
1032.4,0.682544291,
1032.5,0.680978812,
1032.6,0.679178884,
1032.7,0.677283255,
1032.8,0.675473936,
1032.9,0.67394804,
1033,0.672877596,
1033.1,0.672372881,
1033.2,0.672456752,
1033.3,0.673058686,
1033.4,0.674028085,
1033.5,0.675162988,
1033.6,0.676244642,
1033.7,0.677070855,
1033.8,0.677482608,
1033.9,0.677383401,
1034,0.676750906,
1034.1,0.675641499,
1034.2,0.674186186,
1034.3,0.67257543,
1034.4,0.671032221,
1034.5,0.669775882,
1034.6,0.668983167,
1034.7,0.66875587,
1034.8,0.669104363,
1034.9,0.669951327,
1035,0.671155065,
1035.1,0.67254384,
1035.2,0.673954224,
1035.3,0.675258239,
1035.4,0.676378006,
1035.5,0.677284474,
1035.6,0.677984336,
1035.7,0.678503139,
1035.8,0.678866827,
1035.9,0.679092145,
1036,0.67918323,
1036.1,0.679134485,
1036.2,0.678935622,
1036.3,0.678575251,
1036.4,0.678041922,
1036.5,0.677322319,
1036.6,0.676400965,
1036.7,0.675263873,
1036.8,0.673912593,
1036.9,0.672378316,
1037,0.670736359,
1037.1,0.669107979,
1037.2,0.667646213,
1037.3,0.666504307,
1037.4,0.66579804,
1037.5,0.66557515,
1037.6,0.665805014,
1037.7,0.666392821,
1037.8,0.667212901,
1037.9,0.668146093,
1038,0.66910677,
1038.1,0.670051423,
1038.2,0.670967641,
1038.3,0.671854148,
1038.4,0.672702351,
1038.5,0.673487293,
1038.6,0.674169812,
1038.7,0.674705818,
1038.8,0.675056508,
1038.9,0.675194928,
1039,0.67510746,
1039.1,0.674792596,
1039.2,0.674260686,
1039.3,0.673536097,
1039.4,0.672662119,
1039.5,0.671704419,
1039.6,0.670750995,
1039.7,0.669900984,
1039.8,0.669247308,
1039.9,0.668855237,
1040,0.668744941,
1040.1,0.668884719,
1040.2,0.669197885,
1040.3,0.669584002,
1040.4,0.669944523,
1040.5,0.670207666,
1040.6,0.670343508,
1040.7,0.670365657,
1040.8,0.67032002,
1040.9,0.670265621,
1041,0.670253453,
1041.1,0.670311268,
1041.2,0.67043766,
1041.3,0.670606501,
1041.4,0.67077785,
1041.5,0.670910875,
1041.6,0.670973336,
1041.7,0.670945113,
1041.8,0.670816693,
1041.9,0.670584871,
1042,0.670251365,
1042.1,0.669823976,
1042.2,0.669320659,
1042.3,0.668773903,
1042.4,0.668230774,
1042.5,0.667746779,
1042.6,0.667374149,
1042.7,0.667148211,
1042.8,0.667076838,
1042.9,0.667137371,
1043,0.667281956,
1043.1,0.667450987,
1043.2,0.667588707,
1043.3,0.667656973,
1043.4,0.667643176,
1043.5,0.667559605,
1043.6,0.667436081,
1043.7,0.667308241,
1043.8,0.667206407,
1043.9,0.667147362,
1044,0.667131287,
1044.1,0.667145174,
1044.2,0.667166194,
1044.3,0.667166564,
1044.4,0.667115882,
1044.5,0.666982487,
1044.6,0.666730494,
1044.7,0.666319041,
1044.8,0.66570251,
1044.9,0.664832508,
1045,0.663664226,
1045.1,0.662166044,
1045.2,0.660332587,
1045.3,0.658198563,
1045.4,0.655849421,
1045.5,0.653425789,
1045.6,0.651113462,
1045.7,0.649121994,
1045.8,0.647651626,
1045.9,0.646856294,
1046,0.646811845,
1046.1,0.647497141,
1046.2,0.648794022,
1046.3,0.650506103,
1046.4,0.65239259,
1046.5,0.654210391,
1046.6,0.655755589,
1046.7,0.656896637,
1046.8,0.657592293,
1046.9,0.657891302,
1047,0.657913541,
1047.1,0.657817092,
1047.2,0.657759316,
1047.3,0.657861,
1047.4,0.658183277,
1047.5,0.658721931,
1047.6,0.659418596,
1047.7,0.660184227,
1047.8,0.660924841,
1047.9,0.661562072,
1048,0.662045487,
1048.1,0.662354177,
1048.2,0.662491248,
1048.3,0.662476133,
1048.4,0.662339021,
1048.5,0.662115541,
1048.6,0.661843897,
1048.7,0.661561812,
1048.8,0.661301626,
1048.9,0.66108522,
1049,0.660919476,
1049.1,0.660794923,
1049.2,0.660688972,
1049.3,0.660572242,
1049.4,0.660419036,
1049.5,0.660214388,
1049.6,0.659958968,
1049.7,0.659668451,
1049.8,0.659368553,
1049.9,0.659087348,
1050,0.658847993,
1050.1,0.658663956,
1050.2,0.658537435,
1050.3,0.658460607,
1050.4,0.658418217,
1050.5,0.658390383,
1050.6,0.658354926,
1050.7,0.658289597,
1050.8,0.658174685,
1050.9,0.657996433,
1051,0.657750444,
1051.1,0.657444522,
1051.2,0.657098637,
1051.3,0.656742132,
1051.4,0.656408176,
1051.5,0.65612702,
1051.6,0.655920035,
1051.7,0.655795392,
1051.8,0.655748436,
1051.9,0.655762732,
1052,0.655814204,
1052.1,0.655874967,
1052.2,0.655915259,
1052.3,0.655904259,
1052.4,0.655809618,
1052.5,0.655597278,
1052.6,0.6552336,
1052.7,0.65469056,
1052.8,0.653954192,
1052.9,0.653034347,
1053,0.651972175,
1053.1,0.650841598,
1053.2,0.649742021,
1053.3,0.648782133,
1053.4,0.648058673,
1053.5,0.647635761,
1053.6,0.647530949,
1053.7,0.647713228,
1053.8,0.648112653,
1053.9,0.648639078,
1054,0.649204017,
1054.1,0.649739184,
1054.2,0.650206465,
1054.3,0.650598237,
1054.4,0.650929006,
1054.5,0.6512224,
1054.6,0.65149847,
1054.7,0.65176492,
1054.8,0.652014266,
1054.9,0.652226536,
1055,0.652375676,
1055.1,0.652437208,
1055.2,0.652394928,
1055.3,0.652245598,
1055.4,0.652001038,
1055.5,0.651687743,
1055.6,0.651342977,
1055.7,0.65100991,
1055.8,0.650729933,
1055.9,0.650535176,
1056,0.650443082,
1056.1,0.650453153,
1056.2,0.650548094,
1056.3,0.650698562,
1056.4,0.650869801,
1056.5,0.651028712,
1056.6,0.651149139,
1056.7,0.651214637,
